CaptureID,Identity,Date,Time,Processors,Capture_method,Location,Lat,Long,Weight,Condition,Harnessing,PTTID,Wing,Tail,Bill,Head-bill,Tarsus,Moult_left,Moult_right,DNA_taken,Process_time,Notes
282,Kit,8/06/2023,14:30,SR/LON,Hand,MR Aviary,,,700,Good,Y,216471,288,,,98.6,123,5-6 0-4,5-6 0-4,Y,22,"Processing for release same day. Flushed and jumped multiple times then caught. Growth bars on primaries, p10 snapped. Wing/elbow abrasions. Good feet. Wings clipped. In crate looking for exit, pacing."
283,Rory,8/06/2023,14:58,SR/LON,Hand,MR Aviary,,,880,Good,N,,,,,102.7,130,5-6 0-4,5-6 0-4,Y,30,"Processed for release later this week. Not released today due to wing injury- had to pull p10 and a secondary on the left which were snapped and swollen. Flew, hid in tussock, when caught flapped and scream. Trench foot. Severe feather damage."
284,Rowan,8/06/2023,15:38,SR/LON,Hand,MR Aviary,,,900,Excellent,Y,214393,295,,,97.5,130,5-9 0-1,5-4 0-6,Y,19,"Processing for release same day. Ran into corner, caught screamed. Good bill and feet. Dermatitis on legs. Wings clipped. Panicking in crate. Scratch on GPS panel lower left. Arrested moult."
285,Annie,8/06/2023,16:44,SR/LON,Hand,MR Aviary,,,830,Good,N,,289,,,101.6,130,5-7 0-3,5-6 0-4,Y,18,"Processed for release later this week. Checking for injury (per other birds from mid loddon) but not bad, some bill/elbow/wing abrasions and trench foot. Flying then caught and calm in hand. Moved to pen 16 with Flora. P8 snapped and arrested moult. Clip."
286,Aldo,9/06/2023,14:53,SR/LON,Hand,MR Aviary,,,930,Excellent,N,,289,,,107.1,132,5-10 p8-10 snapped,5-10 p8&9 snapped at base,Y,15,"Processed for release at Orana. FID 1m, flew and caught. Growl and quack in hand. Nice bill except ridging. Chubby. Good feet. Flaky legs. Wild wing abrasions. Wings clipped."
287,River,9/06/2023,15:12,SR/LON,Hand,MR Aviary,,,695,Good,Y,216463,276,,,100,119,5-Oct,5-Oct,Y,15,"Processed for release same day. Caught as log, calm in hand. Lovely feathers and feet. Small bodied and odd distribution of fat below keel. Salty discharge from nares. Mild underbill abrasion. Log in crate. Wings clipped."
288,Rocky,9/06/2023,15:34,SR/LON,Hand,MR Aviary,,,730,Good,Y,216476,272,,,101,124,5-5 0-5 p8 snapped,5-6 0-4 p7&8 broken,Y,15,"Processed for release same day. Caught as log, calm in hand. Lovely feet. Historic healed bill abrasion. Salty discharge from nares. Arrested moult. Bit Sho. Growling and clacking. Wings clipped."
290,Jo,9/06/2023,16:39,SR/LON,Hand,MR Aviary,,,945,Excellent,N,,295,,,101.7,136,5-Oct,5-Oct,Y,11,"Processed for release at Orana. Was standing, ran and caught, screamed after Riley did. Nice feet. Good release, walked away in stalk posture. Really excellent condition, muscular. Wings clipped."
291,Athena,9/06/2023,13:51,SR/LON,Hand,MR Aviary,,,800,Good,Y,216458,278,,,97.3,125,5-5 0-1 5-3 0-1,5-Oct,Y,20,"Processed for release same day. Flighty, ran, caught, unsettled in bag. Severe abrasions on bill. Ratty wings with abrasions. Severe trenchfoot. Left toenail ripped cuticle. Clipped wings. Chubby condition."
292,Thor,9/06/2023,13:23,SR/LON,Hand,MR Aviary,,,820,Good,N,,,,,100.8,130,5-9 0-1,5-9 0-1 p6-10 broken,Y,26,"Processed for release at Orana. Flighty, ran, caught, calm in bag. Wing abrasions. Bill abrasions chronic and swollen. Broken toe nails. Right pad odd tab of poorly healed damp skin, trenchfoot. Flaking on legs. Wings clipped."
293,Maeve,9/06/2023,14:24,SR/LON,Hand,MR Aviary,,,825,Good,Y,216449,292,,,101.4,127,5-10 p9 broken,5-Oct,Y,28,"Processed for release same day. FID 1m, kicking in bag. Minor wing abrasion, pretty good. Fault bar in right primaries. Good feet. Mild dermatitis. Wings clipped."
294,Riley,9/06/2023,14:39,SR/LON,Hand,MR Aviary,,,730,Good,N,,288,,,104.4,133,5-Oct,5-Oct,Y,17,"Processed for release at Orana. Log then run, caught, scream. Good bill, small historic abrasion. Wing abrasion. Milt trenchfoot on right. Wings clipped."
295,Lavender,9/06/2023,16:57,LON,Hand,MR Aviary,,,735,Good,N,,281,,,103.7,122,5-2 0-4 5-3 0-1,5-2 0-4 5-2 0-2,Y,10,"Breeding pair health check. Log on catch, growl in bag. Good feathers (mild abrasion) and good feet. Wings clipped."
296,Moonlight,9/06/2023,16:57,SR,Hand,MR Aviary,,,880,Excellent,N,,299,,,110.1,137,0-6 5-3 0-1,0-6 5-3 0-1,Y,10,"Breeding pair health check. Log whole time. Mild trenchfoot. Good wings, but leading edge abrasion. Wings clipped."
297,Sutton,9/06/2023,17:12,LON,Hand,MR Aviary,,,700,Good,N,,295,,,100.4,,5-1 0-1 5-4 0-2 5-1 0-1,5-4 0-3 5-3,Y,15,Breeding pair health check. Caught as log. Salt discharge in nares. Good feet but left toe nail lost both feet. Good wings. Small hard growths on both tarsus. Large soft lumps in TT joint reducing mobility. Needs vet check. Wings clipped.
298,Zoe,9/06/2023,17:12,SR,Hand,MR Aviary,,,880,Excellent,N,,300+,,,105.6,129,0-4 5-1 0-3 5-1 0-1,0-4 5-2 0-1 5-1 0-2,Y,11,"Breeding pair health check. Caught as log. Nice bill, wings, legs and feet. Wings clipped."
299,Dawn,10/06/2023,15:29,LON,Hand,MR Aviary,,,745,Good,Y,216457,270,,,105.2,137,5-Oct,5-Oct,Y,26,"Processed for release same day. Wings abraded, historic bill abrasion. Mild trenchfoot on right only. Wings clipped. Chubby condition. Fault bars in primaries."
300,Dusk,10/06/2023,15:30,SR,Hand,MR Aviary,,,775,Good,N,,276,,,99.1,125,5-Oct,5-Oct,Y,12,"Processed for release at Orana. Good wings, some mite damage. Good bill, historic abrasion. Nice legs. Wings clipped."
301,Juniper,11/06/2023,13:20,SR/LON,Hand,MR Aviary,,,940,Excellent,Y,216456,270,,,102,132,5-1 0-2 5-4 0-3,0-1 5-1 0-1 5-4 0-3,Y,48,"Processed for same day release. Determining which bird was Juniper/Draco. This bird had narrower tail + tertials. Mild trenchfoot. Nice beak, minor abrasion. Minor mite damage. Elbow abrasion. Log in crate. Both p10 snapped, right at base extracted. Clip."
302,Draco,11/06/2023,13:20,SR/LON,Hand,MR Aviary,,,790,Good,N,,310,,,103,132,5-3 0-7,5-3 0-3 5-4,Y,26,Breeding pair health check. Determining which bird was Juniper/Draco. This bird had rounder tail and tertials and longer wings with more generations of moult. Mild dermatitis and trenchfoot. Fault bars and mite damage. Wings clipped. Chubby.
303,Petal,11/06/2023,13:48,SR,Hand,MR Aviary,,,660,Good,N,,,,,101.2,114,5-1 0-4 5-3 0-2,5-1 0-4 5-3 0-2,Y,22,"Breeding pair health check. Gunk in nares, removed- smelled fungal. 1 scabbed scale on right tarsus, presumed from original banding. Good feet. Minimal wing abrasion. Needs more calcium. Wings clipped. Left p9 broken tip. Fault bars."
304,Orchid,11/06/2023,14:54,SR/LON,Hand,MR Aviary,,,655,Good,N,,274,,,103.5,120,0-10,0-10,Y,17,"Processed for release at Orana. Good bill, historic underbill abrasion. Mild trenchfoot. Historic elbow abrasion. Wings clipped."
305,Zeus,11/06/2023,14:54,SR/LON,Hand,MR Aviary,,,710,Good,Y,216461,303,,,107.8,127,0-10,0-6 5-1 0-3,Y,20,Processed for same day release. Mild historic bill abrasion. Nares salt excretion. Some mite load. Wings clipped. Worn feathers.
306,Riley,11/06/2023,15:23,SR,Hand,MR Aviary,,,,,Y,216451,,,,,,,,N,7,"Processed for same day release. Already measurements taken and banded, so just harness. Clacking in hand."
307,Flora,12/06/2023,15:51,SR,Hand,MR Aviary,,,760,Good,N,,288,,,103.2,124,5-Oct,5-Oct,Y,8,Processed for release at Orana. Not banded- needs a size 11 next trip. Mild wing abrasion. Good bill. Salt excretion. Good feet. Wings clipped. Mild mite damage.
308,Frank,11/06/2023,17:21,SR,Hand,MR Aviary,,,795,Good,N,,,,,,,5-2 0-8,5-1 0-9,N,5,"Breeding pair. Slight bill abrasion, nice wings, good feet. Wings clipped."
309,Nina,11/06/2023,17:22,LON,Hand,MR Aviary,,,660,Good,N,,,,,,,5-0 0-9,5-1 0-9,N,5,Breeding pair. Historic beak abrasion. Wings clipped. Small cut on right middle toe. Right 910-7 broken tips.
310,Indigo,11/06/2023,17:28,SR,Hand,MR Aviary,,,540,Fair,N,,,,,,,0-10,0-10,Y,5,"Young bird, moved from parents Frank and Nina 'to pen with Logan. Salt nares. Good bill and feed. Juv feathers on neck. Good wings, brittle feathers. Wings clipped. Left p7-9 tips broken."
311,Logan,11/06/2023,17:33,LON,Hand,MR Aviary,,,605,Fair,N,,,,,,,0-10,0-10,Y,4,"Young bird, moved from parents Finn and Thistle to pen with Indigo. Historic bill abrasion. Trench foot. Scar on left tarsus. Growth bars in primaries. Wings clipped."
312,Prickle,12/06/2023,11:03,SR,Hand,MR Aviary,,,740,Good,N,,,,,,,5-5 0-2 5-3,5-5 0-5,N,5,Breeding pair. Mite treated and wings clipped. Salt nares. Not abraded and feet OK.
313,Solar,12/06/2023,11:03,SR,Hand,MR Aviary,,,830,Excellent,N,,,,,,,5-1 0-7 5-2,5-1 0-7 5-2,N,5,Breeding pair. Mite treated and wings clipped. Not abraded. Lovely bill. Trench foot. Blue metal band replaced with blue plastic colour band
314,Twiggy,12/06/2023,10:30,LON,Hand,MR Aviary,,,755,Good,N,,,,,,,5-Oct,5-1 0-1 5-3 0-4 5-1,N,5,Breeding pair. Mite treated and wings clipped. Crusty dry gunk blocking nostrils was removed. Caloused sore on pad of right foot.
315,Groot,12/06/2023,1035,SR,Hand,MR Aviary,,,705,Good,N,,,,,,,5-6 0-2 5-1 0-1,5-4 0-2 5-4,N,5,Breeding pair. Mite treated and wings clipped. Removed pus vegetation material from nares. Damp feet.
316,Sunny,12/06/2023,9:22,SR,Hand,MR Aviary,,,735,Good,N,,,,,,,5-2 0-3 5-4 0-1,5-2 0-3 5-4 0-1,N,5,Breeding pair. Mite treated and wings clipped. Mild wing abrasion. Trenchfoot.
317,Finn,12/06/2023,9:50,SR,Hand,MR Aviary,,,745,Good,N,,,,,,,0-2 5-1 0-4 5-3,0-2 5-2 0-3 5-2 0-1,N,5,"Breeding pair. Wings clipped. P10 serious falt bars. Seed removed from nares. Mites mild, untreated. Damp feet. Wings good."
318,Thistle,12/06/2023,10:00,SR,Hand,MR Aviary,,,705,Good,N,,,,,,,5-6 0-4,5-6 0-4,N,5,Breeding pair. Wings clipped. Good wings and beak. Trenchfoot.
319,Luna,12/06/2023,8:37,SR,Hand,MR Aviary,,,750,Good,N,,,,,,,4-1 0-3 0-6,4-1 0-3 0-6,N,3,Breeding pair. Mite treated and wings clipped. Mild trenchfoot. Old damage to beak. Left nare blocked- congealed pus. Panting and screaming whole time. Outer most primaries 2 generations old. Replaced metal band with purple colour band on tibia.
320,Pilot,12/06/2023,8:37,SR,Hand,MR Aviary,,,750,Good,N,,,,,,,0-2 5-2 0-5 5-1,0-2 5-2 0-5 5-1,N,4,Breeding pair. Mite treated and wings clipped. Badly abraded elbows. Swollen toes and caloused pads. Bit Sho through bag.
321,Eclipse,12/06/2023,9:20,SR,Hand,MR Aviary,,,775,Good,N,,,,,,,0-10,0-10,N,3,"Breeding pair. Mite treated and wings clipped. Good wings, beak and legs. Mild trenchfoot."
322,Andi,11/06/2023,16:39,LON,Hand,MR Aviary,,,795,Excellent,N,,296,,,103.6,134,0-2 5-1 0-2 5-3 0-2,0-2 5-2 0-2 5-3 0-1,Y,13,Breeding pair. Good feet. Historic right tarsus bruise assumed from band. Lovely wings. Chubby.
323,Sandi,11/06/2023,16:39,SR,Hand,MR Aviary,,,695,Good,N,,288,,,101.3,121,5-3 0-3 5-4,5-3 0-3 5-4,Y,11,"Breeding pair. Lovely bill, wings and feet. Gunk in nose removed. P7 right broken tip. Minor mite damage, untreated."
324,Loki,10/06/2023,16:48,SR,Hand,MR Aviary,,,785,Good,Y,216460,288,,,102.6,130,0-10,0-10,Y,23,"Processed for same day release. Multiple bill abrasions. Hard lump on right tarsus, small on left tarsus. Wing abrasions. Clipped wings."
325,Freckle,10/06/2023,17:05,SR,Hand,MR Aviary,,,,Good,Y,216454,,,,,,,,N,15,Processed for same day release. Just needed backpack. Cleaned tiny bit of grass from nares.
326,Avery,10/06/2023,17:05,SR/LON,Hand,MR Aviary,,,880,Excellent,Y,216455,290,,,106.2,133,5-Oct,5-Oct,Y,25,"Processed for same day release. Mild trenchfoot on left. Mild bill abrasion. Poor feather condition, weakness in shafts. Large size but fat, not real excellent condition."
327,Quack,10/06/2023,15:55,SR/LON,Hand,MR Aviary,,,635,Fair,Y,,,,,99.4,119,0-3 5-2 0-5,5-3 0-1 5-1 0-1 5-2 0-1,Y,25,"Sick bird moved into isolation and administered amoxyclav. Soft palate looks necrotic, dry swollen and cream colour. Outer toes growing outward. Mucus in nares and sinuses. In pain. Beak abrasion. Cleaned nares. Tongue catching on growth in mouth. Clipped"
328,Esa,10/06/2023,16:48,LON,Hand,MR Aviary,,,660,Fair,N,,280,,,98.3,119,0-10,0-10,Y,12,Processed for release at Orana. Poor feathers with fault bars. Wings clipped. Abrasions on wings and bill. P10-7 broken tips on left.
329,Prem,11/06/2023,14:16,LON,Hand,MR Aviary,,,695,Fair,N,,,,,,,5-2 0-4 5-2 0-2,,Y,11,Processed for release at Orana. Trenchfoot mild. Left outer toe swollen and scarred. Heavy mite load- treated. Band tightened.
330,Harley,11/06/2023,14:30,LON,Hand,MR Aviary,,,765,Good,N,,287,,,97.3,121,0-10,0-10,Y,15,Processed for release at Orana. Mild trenchfoot. Abraded primary tips. Fault bars. Wings clipped.
331,Rory,11/06/2023,14:30,SR/LON,Hand,MR Aviary,,,880,Good,Y,214382,,,,,,,,Y,13,Processed for same day release. Just needed GPS. Damaged wings have nicely clotted and swelling subsided. Wings clipped.
332,Dusk,5/08/2023,14:00,SR,Hand,MR Aviary,,,685,Good,Y,216477,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Wings clipped.
333,Loki,5/08/2023,14:00,LON,Mist net,MR Zone 1,,,680,Good,N,,,,,,,0-10,0-10,N,5,Processed for same day release at Orana. Wings clipped. Old injury on tibia healing well- still a bit bruised and scabbed.
334,Daisy,5/08/2023,14:20,LON,Hand,MR Zone 1,,,665,Fair,N,,,,,,,0-10,0-10,N,5,Processed for same day release at Orana. Wings clipped. Grubby vent. Discoloured toe pads where trench foot was. Chased behind mist net to catch.
335,Prem,5/08/2023,14:08,SR,Hand,MR Aviary,,,670,Good,Y,216473,,,,,,0-10,0-10,N,10,"Processed for same day release at Orana. Wings clipped. Left foot swollen, no visible injury."
336,Zeus,5/08/2023,14:30,SR,Mist net,MR Zone 1,,,620,Good,N,,,,,,,0-10,0-10,N,5,Processed for same day release at Orana. Wings clipped. Smelly liquid stress defecation.
337,Rowan,5/08/2023,14:30,SR/LON,Mist net,MR Zone 1,,,655,Fair,N,,,,,,,0-10,0-10,N,5,"Broken inside toe on right foot- exposed bone, whole foot swollen. Bird was euthanised two days later by Lara veterinary practice."
338,Rory,7/08/2023,10:30,SR/LON,Hand,MR Zone 1,,,660,Fair,N,,,,,,,0-10,0-10,N,10,Taken into captivity because of swolen right tibiotarsal joint. Removed bands and harness. Suspect yellow colour bands size 9 too tight.
340,Fauna,7/08/2023,12:00,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,,,Caught and moved to pen 24 until decision. 50m chase.
341,Freckle,7/08/2023,12:00,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,,,Caught and moved to pen 24 until decision. 50m chase.
342,Avery,7/08/2023,15:20,SR/LON,Net launcher,MR Zone 1,,,,,,,,,,,,,,,,Caught and moved to pen 24 until decision. 200m chase.
343,Koda,7/08/2023,16:10,SR/LON,Hand,MR Zone 1,,,700,Good,N,,,,,,,0-1 1-5 0-8 1-5,0-1 1-5 0-4 5-4,N,,"Caught and held in avairy until night then released. Chased for 100m to catch. Re-trimmed primaries- weird moult timing. Good vent, nares, eyes, legs and feet."
344,Timber,7/08/2023,17:20,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,,,Caught and hold pen 27 until decision. Flushed from flock then log and caught. Wings clipped to coverts. Harness stitched.
345,Sofi,7/08/2023,17:50,SR/LON,Hand,MR Zone 1,,,715,,,,,,,,,,,,,Caught and hold pen 27 until decision. 50m chase over 3 flushes then log caught. Wings clipped to coverts.Dirty vent. Broken left middle toe (but okay and unbroken skin) on angle.
346,Maeve,7/08/2023,18:40,SR/LON,Net launcher,MR Zone 2,,,,,,,,,,,,,,,,Caught and hold pen 27 until decision. Followed around fenceline then 5m chase spotlight net launcher.
347,Athena,7/08/2023,19:10,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,,,Caught and hold pen 28 until decision. Chase around 30m at night.
348,Juniper,7/08/2023,20:00,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,,,"Caught and hold pen 28 until decision. Followed around 200m then 200m chase, failed net and then log caught."
349,Kit,7/08/2023,20:20,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,,,"Caught and hold pen 28 until decision. Failed net, chase 5m, bump tree, caught."
350,Valentine,8/08/2023,7:30,SR/LON,Hand,MR Zone 1,,,675,Good,N,,,,,,,0-10,0-3 5-1 0-6,N,5,"Caught and held in aviary until night then released. Flushed, chased 100m into open space, caught running. Nice vent, legs, feet, nares, eyes. Band closed. Trimmed primaries to coverts. Great harness fit."
351,Jessie,8/08/2023,8:00,SR/LON,Hand,MR Zone 1,,,580,Fair,N,,,,,,,0-10,0-10,N,10,"Caught and held in aviary until night then released. Seen on road, chased 100m caught running. Nice vent, legs, eyes, feet, nares. Bands changed to size 11. Timmed primaries to coverts."
352,Riley,8/08/2023,9:40,SR/LON,Hand,MR Zone 1,,,615,Fair,N,,,,,,,0-10,0-10,N,5,"Processed for same day release at Orana. Primaries re-trimmed to length of coverts. Flushed short distance, squat and caught. Nice everything, except cleared left nares."
353,Freckle,8/08/2023,10:45,SR/LON,Hand,MRA,,,765,Good,N,,,,,,,0-4 4-1 5-5,0-10,N,10,"Healthcheck and held until night then released. In aviary log, flush, log. Feet healed from trench foot but discoloured. Needed left wing re-trimmed."
354,Fauna,8/08/2023,10:45,SR/LON,Hand,MRA,,,640,Fair,N,,,,,,,0-10,0-10,N,10,Healthcheck and held until night then released. Logged in aviary. Colour bands changed for flag yellow I5 because swelling from old colours. Wings re-trimmed to coverts. Harness stitched.
355,Avery,8/08/2023,10:45,SR/LON,Hand,MRA,,,735,Good,N,,,,,,,0-10,0-10,N,10,"Processed for same day release at Orana. Slightly swollen left foot, no clear injury. Overall health good. Harness stitched."
356,Jo,8/08/2023,11:30,SR/LON,Hand,MRA,,,840,Excellent,Y,216463,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Nice everything. Clipped shorter.
357,Harley,8/08/2023,11:30,SR/LON,Hand,MRA,,,640,Good,Y,216478,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Nice everything. Added ABBBS and changed colour to size 11. Logged on capture.
358,Sparkles,8/08/2023,22:00,SR/LON,Hand,MR Zone 1,,,655,Good,N,,,,,,,0-10,0-10,N,10,Healthcheck and held until night then released. Wings clipped shorter. Caught in field 40m chase. Caught in avairy slow walk away and standing. Retied and sewn.
359,Juniper,8/08/2023,11:40,SR/LON,Hand,MRA,,,785,Excellent,N,,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Change ABBBS and colours to size 11. 100-97886 to 111-07342
360,Athena,8/08/2023,12:10,SR/LON,Hand,MRA,,,725,Good,N,,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Harness stitched. Wings retrimmed to covert.
361,Kit,8/08/2023,12:20,SR/LON,Hand,MRA,,,595,Fair,N,,,,,,,0-10,0-10,N,10,"Processed for same day release at Orana. Harness replaced, same GPS. Wings retrimed to covert. Nice legs, feet."
362,Aldo,8/08/2023,12:00,SR/LON,Hand,MRA,,,785,Excellent,Y,216489,,,,,,0-10,0-10,N,10,Processed for same day release at Orana.
363,Thor,8/08/2023,12:00,SR/LON,Hand,MRA,,,810,Excellent,Y,214393,,,,,,0-10,0-10,N,10,Processed for same day release at Orana.Changed from W-W/R to Blue K3 because swelling on old bands.
364,Rocky,9/08/2023,11:30,SR/LON,Hand,MRA,,,650,Good,N,,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Primaries retrimmed to coverts.
365,Flora,9/08/2023,11:30,SR/LON,Hand,MRA,,,700,Good,Y,216479,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Primaries retrimmed to coverts. ABBBS band added. Everything lovely.
366,Annie,9/08/2023,11:30,SR/LON,Hand,MRA,,,795,Excellent,Y,216481,,,,,,0-10,0-10,N,20,Processed for same day release at Orana. Primaries retrimmed to coverts. Elbow superficial scrape.
367,Esa,9/08/2023,12:05,SR/LON,Hand,MRA,,,600,Good,Y,214382,,,,,,0-10,0-10,N,20,Processed for same day release at Orana. Damaged and worn tail feathers. Good otherwise. Swapped size 9 091-45301 ABBBS band for size 11. Cut to tarsus during band removal because of step in circlips- bleeding stemmed with super glue.
368,Orchid,9/08/2023,12:05,SR/LON,Hand,MRA,,,545,Good,Y,216475,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Primaries trimmed to coverts.
369,Timber,9/08/2023,13:00,SR/LON,Hand,MRA,,,710,Excellent,N,,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Primaries trimmed to coverts.
370,Quack,9/08/2023,13:00,SR/LON,Hand,MRA,,,580,Poor,N,,,,,,,,,N,,"Checking on since found ill in June. Thin, dehydrated. Nose blocked with dried mucus, bad smelling."
371,Maeve,9/08/2023,13:00,SR/LON,Hand,MRA,,,680,Good,N,,,,,,,0-10,0-10,N,10,Processed for same day release at Orana. Primaries trimmed to coverts. Everything nice.
372,Rocky,8/08/2023,21:30,SR/LON,Hand,MR Zone 1,,,,,,,,,,,,,,N,,Caught and hold in pen 21 until decision
373,Juniper,28/09/2023,17:10,SR,Hand,Orana,,,830,Excellent,N,,,,,,,0-10,0-10,N,15,Glued green band tighter (was overlapped with black colour). Recaught and released 1920.
374,Flora,28/09/2023,19:03,SR,Hand,Orana,,,635,Good,N,,,,,,,0-10,0-10,N,4,~50m pantomime chase by torch. Log on release.
375,Jo,28/09/2023,18:00,SR,Hand,Orana,,,720,Excellent,N,,,,,,,0-10,0-10,N,18,~50m chase then log
376,Orchid,28/09/2023,18:00,SR,Hand,Orana,,,595,Good,N,,,,,,,0-10,0-10,N,18,~50m chase then log
377,Daisy,29/09/2023,20:45,SR,Net launcher,Orana,,,710,Excellent,N,,,,,,,0-10,0-10,N,5,"~200m chase from dam, had been drinking"
378,Juniper,30/09/2023,9:04,SR,Net launcher,Orana,,,810,Excellent,N,,,,,,,0-10,0-10,N,22,Caught for a third time! I was trying to catch Prem. Chased 300m and walked back to cover for processing.
379,Riley,29/09/2023,15:45,SR,Hand,Orana,,,650,Good,N,,,,,,,0-10,0-10,N,8,With Timber. ~100m chase.
380,Timber,29/09/2023,15:45,SR,Hand,Orana,,,695,Good,N,,,,,,,0-10,0-10,N,4,"With Riley. ~100m chase,"
381,Aldo,29/09/2023,14:55,SR,Hand,Orana,,,750,Excellent,N,,,,,,,0-10,0-10,N,10,"Flushed @ 20m, ran 200m, log in grass (hard to find). Large bodied bird."
382,Esa,29/09/2023,15:32,SR,Hand,Orana,,,665,Good,N,,,,,,,2-1 1-1 0-8,3-1 1-1 0-8,N,3,~300m pantomime chase. Healed 2cm wound scar on right tarsus. Small bodied. Slightly loose harness but not adjusted.
383,Maeve,29/09/2023,13:05,SR,Net launcher,Orana,,,740,Excellent,N,,,,,,,0-2 3-1 0-7,0-1 3-1 0-8,N,11,"Was in a group of 3 at roost, other 2 flushed and maeve comitted to the log. Flushed but caught with net. Took 5 mins to extract. Moulting, needs clip follow up."
384,Taylor,11/01/2024,11:10,SR/LON,Hand,MRA,,,675,Good,N,,,,,,,5-Oct,5-Oct,N,8,Frank and Nina's offspring from end of 2023. Wings clipped. Banded.
385,Laurel,11/01/2024,11:10,SR/LON,Hand,MRA,,,600,Good,N,,,,,,,5-Oct,5-Oct,N,5,Frank and Nina's offspring from end of 2023. Wings clipped. Banded.
