"id","mean_daily_dist"
"Aurora",875.958881517432
"Briar",1179.48700591584
"Brook",1208.98451975088
"Clover",465.454893027355
"Iona",293.51389181386
"Koda",539.021492781108
"Marmalade",442.526049776595
"Nutmeg",1185.30797746776
"Prem",498.378154197224
"Robin",1185.83597529268
"Rove",273.860091608004
"Sage",421.984607889267
"Star",709.076996740248
"Valentine",1128.93150939352
"Wobbles",274.804712943259
