"bird","mean_daily_dist"
"Aurora",12.122135248892
"Briar",11.9248640468435
"Brook",4.29191131998393
"Clover",4.40333390504717
"Iona",4.80807456505996
"Koda",12.8654854250509
"Marmalade",4.05742859791244
"Nutmeg",14.5208708141996
"Prem",8.76088195224617
"Robin",12.1422142444069
"Rove",5.44805923212092
"Sage",8.3014710340043
"Star",10.3704409607258
"Valentine",4.26203577128233
"Wobbles",1.85585737621306
