"date","id","mean","max","min","release"
2022-11-16,"Aurora",98.6423095811217,517.495089696974,10.3911849819501,"October"
2022-11-16,"Briar",1204.49980721249,1400.9272511738,815.106390712256,"October"
2022-11-16,"Nutmeg",1267.88369222592,1526.13210753215,952.679211219968,"October"
2022-11-16,"Robin",1311.07429225792,1410.2507592192,1239.13199474874,"October"
2022-11-17,"Aurora",127.64795644888,489.706395437241,1.05918922509607,"October"
2022-11-17,"Briar",1196.21427704307,1393.63367321662,871.043127202437,"October"
2022-11-17,"Nutmeg",1274.29152771274,1461.89605060689,1054.57218044634,"October"
2022-11-17,"Robin",1285.69119391577,1393.606652673,1179.29801073077,"October"
2022-11-18,"Aurora",86.0446436528767,301.649775351351,8.05847992287017,"October"
2022-11-18,"Briar",1199.1894347311,1349.02658195772,919.876584771569,"October"
2022-11-18,"Nutmeg",1282.44075617337,1397.38963358468,1163.00833682105,"October"
2022-11-18,"Robin",1293.27033631621,1379.34441384986,1136.04651536048,"October"
2022-11-19,"Aurora",117.858191984068,509.555327148893,1.74977835272586,"October"
2022-11-19,"Briar",1155.04663638239,1371.4133064629,731.465049596817,"October"
2022-11-19,"Nutmeg",1287.33648427901,1378.06012091736,1195.23848920153,"October"
2022-11-19,"Robin",1288.34472630411,1389.7653190828,1203.16913654041,"October"
2022-11-20,"Aurora",170.25436154826,527.935690675275,20.2962175146932,"October"
2022-11-20,"Briar",1225.78344896246,1371.40743150562,725.840436320788,"October"
2022-11-20,"Nutmeg",1300.99851173699,1445.75104111379,1170.07939802446,"October"
2022-11-20,"Robin",1300.75371346084,1439.33003365278,1175.43216292143,"October"
2022-11-21,"Aurora",230.347574089722,535.524208072875,24.5489797403211,"October"
2022-11-21,"Briar",1238.87398013115,1416.27278239089,925.886129810221,"October"
2022-11-21,"Nutmeg",1295.59548335711,1509.49389906334,1058.2475138797,"October"
2022-11-21,"Robin",1287.65976721647,1484.5219985295,822.657432118786,"October"
2022-11-22,"Aurora",209.522401740117,585.316456113716,18.3153103622848,"October"
2022-11-22,"Briar",1249.0358757871,1400.33156721491,839.641311579745,"October"
2022-11-22,"Nutmeg",1258.98539571179,1355.69870572876,941.373791107307,"October"
2022-11-22,"Robin",1213.03904991974,1391.11891876704,732.020257132509,"October"
2022-11-23,"Aurora",134.788353378749,571.390734124341,17.3774085267318,"October"
2022-11-23,"Briar",1248.94235546155,1369.88027203176,822.744209762976,"October"
2022-11-23,"Nutmeg",1281.25016892513,1354.76635932437,954.296296860816,"October"
2022-11-23,"Robin",1202.86002040198,1343.97564104435,796.278644649446,"October"
2022-11-24,"Aurora",134.157651869743,557.406351043041,13.4199178426027,"October"
2022-11-24,"Briar",1253.94024239805,1394.2697380018,791.045381172763,"October"
2022-11-24,"Nutmeg",1276.80426270962,1500.7887654162,954.772149548204,"October"
2022-11-24,"Robin",1245.21926461064,1488.01341206121,731.11452817659,"October"
2022-11-25,"Aurora",109.317879068409,325.636780851616,17.1541927239678,"October"
2022-11-25,"Briar",1230.80207069131,1364.67240554825,927.112656816313,"October"
2022-11-25,"Nutmeg",1251.11303480044,1367.42000424747,953.515552007269,"October"
2022-11-25,"Robin",1276.09788591277,1461.42956471244,1140.41496785776,"October"
2022-11-26,"Aurora",110.599038533875,226.030720398887,5.69971655284455,"October"
2022-11-26,"Briar",1209.62347470697,1473.75986844161,731.223747835028,"October"
2022-11-26,"Nutmeg",1232.33662320908,1360.73159934027,935.288200693808,"October"
2022-11-26,"Robin",1278.79017489729,1488.86443356325,875.490537404625,"October"
2022-11-27,"Aurora",91.1023378140238,329.700818301545,5.54546066846204,"October"
2022-11-27,"Briar",1218.5679665559,1455.61030199025,802.631127943915,"October"
2022-11-27,"Nutmeg",1274.37051842298,1418.17232842725,943.787279754992,"October"
2022-11-27,"Robin",1291.96960713685,1396.69505524186,1148.58372010965,"October"
2022-11-28,"Aurora",93.6847065015266,803.653757853365,13.5610336631988,"October"
2022-11-28,"Briar",1244.06525996851,1455.2674013502,684.886570159207,"October"
2022-11-28,"Nutmeg",1318.46285699807,1459.70907656534,799.094464393322,"October"
2022-11-28,"Robin",1282.99692772426,1476.39703143801,716.035942086382,"October"
2022-11-29,"Aurora",83.28260246479,233.584457002233,2.91976331864483,"October"
2022-11-29,"Briar",1208.83205608441,1444.35729683336,721.947044413709,"October"
2022-11-29,"Nutmeg",1273.2969274905,1441.35328419776,940.561920308512,"October"
2022-11-29,"Robin",1274.86967837913,1429.10368314093,827.147693328394,"October"
2022-11-30,"Aurora",118.853577509289,281.697752238731,5.26991258639358,"October"
2022-11-30,"Briar",1258.06042348626,1516.50903956886,611.302513534282,"October"
2022-11-30,"Nutmeg",1256.44404383101,1488.52129986963,916.433267767717,"October"
2022-11-30,"Robin",1332.86129639515,1466.09782676738,1195.95696102056,"October"
2022-12-01,"Aurora",90.5247687108745,313.551041139543,7.82648669245718,"October"
2022-12-01,"Briar",1261.75202788993,1498.36177575105,241.938100704921,"October"
2022-12-01,"Nutmeg",1287.1296410256,1418.5315240182,894.808216785356,"October"
2022-12-01,"Robin",1317.77898087868,1436.91021605394,1232.70748552406,"October"
2022-12-02,"Aurora",121.000606631386,592.462223878709,11.9227425192647,"October"
2022-12-02,"Briar",1164.78462007806,1487.54907238197,163.508926106026,"October"
2022-12-02,"Nutmeg",1264.55492529529,1460.08480405232,864.543521411477,"October"
2022-12-02,"Robin",1299.01249573446,1376.64107653396,1111.99002370795,"October"
2022-12-03,"Aurora",113.196262800014,566.36883124795,17.7538606196474,"October"
2022-12-03,"Briar",1164.18010691021,1410.34651362838,48.3681470496376,"October"
2022-12-03,"Nutmeg",1264.49425348474,1463.8425644335,349.423580433112,"October"
2022-12-03,"Robin",1274.79353679118,1361.32411200814,621.473192460375,"October"
2022-12-04,"Aurora",141.602856348757,538.065073155895,12.9554084336622,"October"
2022-12-04,"Briar",1130.97467514494,1435.58318072816,11.0896048938064,"October"
2022-12-04,"Nutmeg",1263.40487503721,1380.91655304155,359.905482658053,"October"
2022-12-04,"Robin",1272.88480376307,1389.39470300831,827.751087885504,"October"
2022-12-05,"Aurora",771.181233047566,1017.26610701934,51.1338493008473,"October"
2022-12-05,"Briar",1292.93303698846,1461.61217479511,711.29685942035,"October"
2022-12-05,"Nutmeg",1293.01869618849,1457.26701004629,720.433016729569,"October"
2022-12-05,"Robin",1275.94709147446,1462.58238219051,48.494950135554,"October"
2022-12-06,"Aurora",104.564655315767,552.361037829471,3.0105505645963,"October"
2022-12-06,"Briar",1184.82292372997,1469.26631971799,38.3501199746944,"October"
2022-12-06,"Nutmeg",1243.70566028925,1367.3289616981,779.036055740335,"October"
2022-12-06,"Robin",1300.76719999095,1362.7668922951,1146.25808522198,"October"
2022-12-07,"Aurora",130.497455976636,528.942083050585,14.1113112433266,"October"
2022-12-07,"Briar",1263.41789557812,1465.19558846888,1011.20411689698,"October"
2022-12-07,"Nutmeg",1254.53765399102,1471.32766399823,801.736555635827,"October"
2022-12-07,"Robin",1299.52160517483,1481.59891064013,1214.92936087002,"October"
2022-12-08,"Aurora",119.88711314419,521.698256987249,9.51653136488359,"October"
2022-12-08,"Briar",1239.1833457827,1440.59317314633,705.944131259017,"October"
2022-12-08,"Nutmeg",1266.48832057607,1416.632241459,823.624150577683,"October"
2022-12-08,"Robin",1308.80121794433,1408.12445651625,1198.31360752531,"October"
2022-12-09,"Aurora",138.921764387744,575.162903875438,4.47986734840197,"October"
2022-12-09,"Briar",1208.99406508906,1438.01904688996,545.542351150768,"October"
2022-12-09,"Nutmeg",1227.63606048637,1507.63261836883,502.467863644071,"October"
2022-12-09,"Robin",1288.92542844283,1392.61516610028,805.292753858326,"October"
2022-12-10,"Aurora",264.497199588159,753.578035186394,21.9344843794591,"October"
2022-12-10,"Briar",1156.00068450724,1423.03711194752,390.920178405683,"October"
2022-12-10,"Nutmeg",1154.78028316711,1479.49738239376,386.068636904847,"October"
2022-12-10,"Robin",1193.84846589673,1449.68172649301,680.344006649276,"October"
2022-12-11,"Aurora",236.853160126701,595.96727674757,29.2746105057747,"October"
2022-12-11,"Briar",1182.86889353654,1372.32438163509,507.800540763384,"October"
2022-12-11,"Nutmeg",1187.47315886997,1345.92698598232,497.441132170775,"October"
2022-12-11,"Robin",1203.74801392625,1356.1835352846,712.556207301659,"October"
2022-12-12,"Aurora",224.020957490711,506.865404573813,34.2798476806734,"October"
2022-12-12,"Briar",1171.73453343996,1368.974117522,721.120471552039,"October"
2022-12-12,"Nutmeg",1213.68187975272,1394.79408975104,555.883757982858,"October"
2022-12-12,"Robin",1225.30051290154,1393.10677559634,772.850491998389,"October"
2022-12-13,"Aurora",236.955842024678,452.841963608546,7.04233812620645,"October"
2022-12-13,"Briar",1151.40967622859,1360.24547174045,730.161494559589,"October"
2022-12-13,"Nutmeg",1213.54390312492,1439.03810218363,709.893055070033,"October"
2022-12-13,"Robin",1197.28329101018,1332.00442527842,721.395614294538,"October"
2022-12-14,"Aurora",231.478161384881,414.601842444977,18.5829572691548,"October"
2022-12-14,"Briar",1228.4511090094,1371.98207845023,729.302190171227,"October"
2022-12-14,"Iona",243.605334756196,469.534404836097,40.4485218504342,"December"
2022-12-14,"Koda",141.026535439309,326.617978234314,39.7696936741215,"December"
2022-12-14,"Nutmeg",1183.71907359621,1347.93207740254,661.336364905982,"October"
2022-12-14,"Robin",1195.72444737005,1377.3143002885,793.825089026991,"October"
2022-12-14,"Sage",68.0174808640325,254.50547051984,9.89012860249157,"December"
2022-12-15,"Aurora",368.402909237627,512.623039787088,18.7960069186295,"October"
2022-12-15,"Briar",1192.55311554219,1365.92401817796,731.57800770716,"October"
2022-12-15,"Iona",553.69158883574,605.742964198133,407.583076915336,"December"
2022-12-15,"Koda",384.258264611642,671.099691500878,64.3093676289085,"December"
2022-12-15,"Nutmeg",1138.39450950815,1491.90708359017,707.851418062252,"October"
2022-12-15,"Robin",1197.69703568034,1475.93176039189,726.186013388538,"October"
2022-12-15,"Sage",256.586924884853,463.607898257873,14.7339225297355,"December"
2022-12-16,"Aurora",355.408784712651,492.55528455702,8.33744903343349,"October"
2022-12-16,"Briar",1150.82042663242,1435.23091413434,722.905308653695,"October"
2022-12-16,"Iona",174.755573283957,416.931291485007,75.7823154765831,"December"
2022-12-16,"Koda",369.004167754206,537.937704572869,216.997536773594,"December"
2022-12-16,"Nutmeg",1134.37884004749,1439.37758959914,701.527865996187,"October"
2022-12-16,"Robin",1153.69009341568,1362.92957567019,759.03853615985,"October"
2022-12-16,"Sage",344.565258199639,498.279552098561,34.3269348459417,"December"
2022-12-17,"Aurora",341.443192203987,475.435414422438,25.0960178652616,"October"
2022-12-17,"Briar",1218.48769866932,1392.65538556005,725.081981512185,"October"
2022-12-17,"Iona",158.34643961435,397.867495066227,32.7972508589868,"December"
2022-12-17,"Koda",377.095158115391,545.928802013281,274.889229325375,"December"
2022-12-17,"Nutmeg",1264.34481014927,1390.5597035559,755.674093941012,"October"
2022-12-17,"Robin",1182.44634667678,1374.82400065077,776.261576454766,"October"
2022-12-17,"Sage",313.494100398578,437.992794872128,91.442563217364,"December"
2022-12-18,"Aurora",350.066862618982,817.190823040765,15.5934412539973,"October"
2022-12-18,"Briar",1201.582037766,1374.03467461833,753.042787072058,"October"
2022-12-18,"Iona",76.6305924756614,205.488389960155,20.1858846305101,"December"
2022-12-18,"Koda",375.048345695768,501.995980449714,179.516161167787,"December"
2022-12-18,"Nutmeg",1236.67832773124,1466.06328670178,757.894289348909,"October"
2022-12-18,"Robin",1244.3975561837,1472.34544703656,785.829359194309,"October"
2022-12-18,"Sage",304.913424351092,503.787596897462,54.2907792726015,"December"
2022-12-19,"Aurora",447.65776014222,1286.25993107631,271.253206265876,"October"
2022-12-19,"Briar",1240.9812370596,1421.11467431591,704.632454539753,"October"
2022-12-19,"Iona",79.0823216659374,177.786605711681,31.2990820940898,"December"
2022-12-19,"Koda",389.295313193178,535.578303452388,191.615886892202,"December"
2022-12-19,"Nutmeg",1242.1969885755,1410.65092737089,758.07418243928,"October"
2022-12-19,"Robin",1236.29828269616,1447.58675749762,786.543940194466,"October"
2022-12-19,"Sage",375.913378504282,602.853943879666,27.7580405640652,"December"
2022-12-20,"Aurora",1279.06782432992,1407.357189029,1180.20505709552,"October"
2022-12-20,"Briar",1236.79617873713,1430.61425409138,740.956065835161,"October"
2022-12-20,"Iona",80.0351799803403,160.857593361368,14.6039786625498,"December"
2022-12-20,"Koda",637.690287499845,838.277680018643,258.760749774563,"December"
2022-12-20,"Nutmeg",1242.81168305621,1491.31317231811,768.355194564575,"October"
2022-12-20,"Robin",1278.04430656701,1401.71038362998,852.823548335083,"October"
2022-12-20,"Sage",391.398960097467,665.076304765748,13.4348035000968,"December"
2022-12-21,"Aurora",1277.64581288563,1341.6259077544,893.771266002048,"October"
2022-12-21,"Briar",1270.53675193728,1434.3488204604,727.09500631607,"October"
2022-12-21,"Iona",82.165624277263,193.647938861122,39.5548941261942,"December"
2022-12-21,"Koda",669.761150268103,949.361922858754,538.014330965284,"December"
2022-12-21,"Nutmeg",1247.13201100751,1433.0431801543,771.362758607686,"October"
2022-12-21,"Robin",1257.22485477829,1432.05232478716,742.951913669266,"October"
2022-12-21,"Sage",376.533322582712,710.575647058797,70.336078982115,"December"
2022-12-22,"Aurora",1280.70861587452,1374.84619111475,916.361792045947,"October"
2022-12-22,"Briar",1248.51986969856,1415.77966139665,729.126941266427,"October"
2022-12-22,"Iona",79.6599009351362,162.35539986988,7.08287875196191,"December"
2022-12-22,"Koda",809.678485289799,1006.71299939057,637.100100379473,"December"
2022-12-22,"Nutmeg",1205.95859866495,1420.89839951185,778.357035111391,"October"
2022-12-22,"Robin",1218.06812308633,1360.00994071005,714.847003311013,"October"
2022-12-22,"Sage",317.836777548652,520.015774753029,83.9844404986414,"December"
2022-12-23,"Aurora",1277.56206657949,1462.29046060422,829.738325993147,"October"
2022-12-23,"Briar",1221.79914761488,1346.10532098223,759.083581300502,"October"
2022-12-23,"Iona",77.5893800170503,149.004973560166,10.6200059585449,"December"
2022-12-23,"Koda",493.70520691346,960.357211363495,338.749515130796,"December"
2022-12-23,"Nutmeg",1246.10015048024,1446.4307711598,789.875842029523,"October"
2022-12-23,"Robin",1230.27593786341,1449.18154593861,706.562022272856,"October"
2022-12-23,"Sage",340.819609930479,822.112448452442,23.0185224160391,"December"
2022-12-24,"Aurora",1272.78527336136,1339.22286046934,859.841319467753,"October"
2022-12-24,"Briar",1252.60292600417,1384.01245583951,739.426652108302,"October"
2022-12-24,"Iona",79.3660153915097,281.623889969234,5.71115770500363,"December"
2022-12-24,"Koda",574.859740184237,833.98565393328,405.567481077822,"December"
2022-12-24,"Nutmeg",1214.85163780651,1403.74213384585,726.786115439379,"October"
2022-12-24,"Robin",1242.71960197464,1420.08078616765,709.831820370569,"October"
2022-12-24,"Sage",308.986437843823,440.093298455967,5.07080959473895,"December"
2022-12-25,"Aurora",1244.39062091276,1356.73886432949,901.340847469015,"October"
2022-12-25,"Briar",1194.85821401269,1431.02734291085,743.487198783419,"October"
2022-12-25,"Iona",82.6454105423542,279.949269512081,19.666518758949,"December"
2022-12-25,"Koda",547.906810260275,823.006003919897,383.212790660089,"December"
2022-12-25,"Nutmeg",1207.48789483011,1486.8650585549,764.735480101113,"October"
2022-12-25,"Robin",1272.24083010108,1339.07928153928,822.332279530119,"October"
2022-12-25,"Sage",307.702447346187,442.270296667,44.891125761704,"December"
2022-12-26,"Aurora",1249.84316510574,1357.06902351314,796.474198325777,"October"
2022-12-26,"Briar",1236.11118481668,1386.25293082139,905.111435167916,"October"
2022-12-26,"Iona",109.46708882078,353.518963640066,27.0545408456702,"December"
2022-12-26,"Koda",535.445531582181,884.477479285648,339.625866300987,"December"
2022-12-26,"Nutmeg",1236.71618062985,1406.88054137074,756.780091281826,"October"
2022-12-26,"Robin",1239.25868851014,1412.55808963434,727.905768469052,"October"
2022-12-26,"Sage",303.124124951605,436.01737632722,37.7869993874171,"December"
2022-12-27,"Aurora",1234.60134460567,1386.88237512408,808.903403978892,"October"
2022-12-27,"Briar",1207.10638909152,1408.14466507504,676.85131736964,"October"
2022-12-27,"Iona",86.8198554250215,180.747145294556,21.3952243598159,"December"
2022-12-27,"Koda",694.960256639801,928.847258229187,350.347623380404,"December"
2022-12-27,"Nutmeg",1194.01736039898,1351.65570435411,716.671833060887,"October"
2022-12-27,"Robin",1206.90536429502,1371.52498802692,727.967133525281,"October"
2022-12-27,"Sage",306.098305067826,415.084201371108,15.8305163741852,"December"
2022-12-28,"Aurora",1284.44144300632,1351.09609297683,1132.27793798666,"October"
2022-12-28,"Briar",1271.74897479652,1376.82627223666,956.312783884852,"October"
2022-12-28,"Iona",84.8988594589322,214.962684019319,29.0124076159701,"December"
2022-12-28,"Koda",678.485175555594,950.681996111076,401.837700216771,"December"
2022-12-28,"Nutmeg",1282.60996461533,1391.89926840484,1131.6127040192,"October"
2022-12-28,"Robin",1285.92944098012,1413.60620419513,1124.18936867147,"October"
2022-12-28,"Sage",297.181152676881,409.089097742704,46.0306064652651,"December"
2022-12-29,"Aurora",1301.37819941774,1358.54690883449,949.44129953762,"October"
2022-12-29,"Briar",1278.68213021836,1360.30723797465,781.576705523999,"October"
2022-12-29,"Iona",84.9520784501129,165.001265584305,35.1154614594509,"December"
2022-12-29,"Koda",641.342436087299,994.215920428716,449.054110256178,"December"
2022-12-29,"Nutmeg",1290.5355980682,1417.82637700858,834.487739000231,"October"
2022-12-29,"Robin",1289.68834041119,1386.39503735684,844.915090661121,"October"
2022-12-29,"Sage",296.270450393477,409.689648006208,47.6555190998046,"December"
2022-12-30,"Aurora",1274.15870395667,1357.68981015851,945.350834768684,"October"
2022-12-30,"Briar",1247.5119872015,1385.83313939605,909.585028136054,"October"
2022-12-30,"Iona",83.7369674733644,167.901103006921,37.1192733581046,"December"
2022-12-30,"Koda",635.143113246135,988.06799855393,347.097297017289,"December"
2022-12-30,"Nutmeg",1233.00299905826,1457.14487081952,722.888997131023,"October"
2022-12-30,"Robin",1234.79015848609,1358.19833362403,748.073626466941,"October"
2022-12-30,"Sage",309.172195794846,416.380008640588,131.857161511362,"December"
2022-12-31,"Aurora",1259.02294841254,1488.76012441653,863.131349968899,"October"
2022-12-31,"Briar",1241.92319637734,1378.19038989259,799.947786972898,"October"
2022-12-31,"Iona",89.4995540552689,216.90721720652,25.8680913847825,"December"
2022-12-31,"Koda",555.522005537104,979.850321698949,419.231471865864,"December"
2022-12-31,"Nutmeg",1225.21113070262,1418.90798331818,672.81346799802,"October"
2022-12-31,"Robin",1247.41571354558,1446.18126480979,836.004893067178,"October"
2022-12-31,"Sage",357.72981812818,495.813802294276,47.1388401475718,"December"
2023-01-01,"Aurora",1251.20697013206,1368.20293438905,960.563638287163,"October"
2023-01-01,"Briar",1180.15748354045,1373.59289527742,697.126709791918,"October"
2023-01-01,"Iona",81.2845808647203,227.631449702144,32.3084779581682,"December"
2023-01-01,"Koda",469.547630447304,919.161879096094,299.692009615601,"December"
2023-01-01,"Nutmeg",1151.77410081068,1331.1839863057,734.361838566487,"October"
2023-01-01,"Robin",1225.7925652757,1373.24205408923,690.37884915503,"October"
2023-01-01,"Sage",410.848694633354,1121.40554230318,49.6912029493986,"December"
2023-01-02,"Aurora",1157.36191984175,1397.55839563626,774.165883145495,"October"
2023-01-02,"Briar",1170.59035195973,1410.30999433923,776.660479985866,"October"
2023-01-02,"Iona",75.6759762271025,151.017056624255,36.5268592903683,"December"
2023-01-02,"Koda",489.313571713766,944.967490626792,333.130014482559,"December"
2023-01-02,"Nutmeg",1152.70977466324,1375.93715137025,776.4780399329,"October"
2023-01-02,"Robin",1206.01341275414,1394.45729399225,741.948608451719,"October"
2023-01-02,"Sage",356.886756081989,919.37994231506,46.0623987332602,"December"
2023-01-03,"Aurora",1190.28324453859,1439.3835445468,756.015564708471,"October"
2023-01-03,"Briar",1219.70775769979,1356.23675900594,772.783149708476,"October"
2023-01-03,"Iona",92.7078512267715,199.085723344261,29.6108783868279,"December"
2023-01-03,"Koda",500.815850223555,1009.86444223267,342.22353483919,"December"
2023-01-03,"Nutmeg",1222.87605669694,1423.93062520981,746.77659190542,"October"
2023-01-03,"Robin",1262.13385679754,1426.39313885804,741.808946706331,"October"
2023-01-03,"Sage",377.185989085826,753.741167360537,17.8246295419335,"December"
2023-01-04,"Aurora",1258.39082022277,1408.29197186302,783.912568873842,"October"
2023-01-04,"Briar",1264.21994237698,1393.41252772733,770.637096918976,"October"
2023-01-04,"Iona",87.1296985722936,196.541120029692,25.9780189075614,"December"
2023-01-04,"Koda",487.055334377452,972.366613840189,268.894020450972,"December"
2023-01-04,"Nutmeg",1254.3755881007,1460.41054291419,750.034519975,"October"
2023-01-04,"Robin",1258.37036328311,1399.78916640463,731.818392202464,"October"
2023-01-04,"Sage",309.265334878362,561.993345602816,31.3163468870501,"December"
2023-01-05,"Aurora",1282.79664065165,1367.99599586134,845.871964398454,"October"
2023-01-05,"Briar",1268.36801465244,1424.89968635261,909.403941061546,"October"
2023-01-05,"Iona",97.0232854893114,213.496171423848,37.1102955771461,"December"
2023-01-05,"Koda",518.432341580213,840.140206217505,296.435700037766,"December"
2023-01-05,"Nutmeg",1207.31768406412,1453.81050744342,782.24439516246,"October"
2023-01-05,"Robin",1263.43873472898,1365.93560587578,727.429465827351,"October"
2023-01-05,"Sage",452.422063455828,726.301125218734,19.6043421249713,"December"
